CO_CNES;CO_UNIDADE;CO_UF;CO_IBGE;NU_CNPJ_MANTENEDORA;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_NATUREZA_ORGANIZACAO;DS_NATUREZA_ORGANIZACAO;TP_GESTAO;CO_NIVEL_HIERARQUIA;DS_NIVEL_HIERARQUIA;CO_ESFERA_ADMINISTRATIVA;DS_ESFERA_ADMINISTRATIVA;CO_ATIVIDADE;TP_UNIDADE;CO_CEP;NO_LOGRADOURO;NU_ENDERECO;NO_BAIRRO;NU_TELEFONE;NU_LATITUDE;NU_LONGITUDE;CO_TURNO_ATENDIMENTO;DS_TURNO_ATENDIMENTO;NU_CNPJ;NO_EMAIL;CO_NATUREZA_JUR;ST_CENTRO_CIRURGICO;ST_CENTRO_OBSTETRICO;ST_CENTRO_NEONATAL;ST_ATEND_HOSPITALAR;ST_SERVICO_APOIO;ST_ATEND_AMBULATORIAL;CO_MOTIVO_DESAB;CO_AMBULATORIAL_SUS
9673377;2802209673377;28;280220;13112511000147.0;MUNICIPIO DE FEIRA NOVA;UNIDADE BASICA DE SAUDE IEDA OLIVEIRA DOS SANTOS;;;M;;;M ;MUNICIPAL;4;1;49670000;POVOADO MEIZINHA;S/N;ZONA RURAL;;-10.2264100605;-37.3148918152;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9673385;2802209673385;28;280220;13112511000147.0;MUNICIPIO DE FEIRA NOVA;UNIDADE BASICA DE SAUDE LIZETE DOS SANTOS;;;M;;;M ;MUNICIPAL;4;1;49670000;POVOADO LAGOA DOS PORCOS;S/N;ZONA RURAL;;-10.2389109558;-37.3826980591;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9674195;2800309674195;28;280030;;MARIA EDUARDA MONTEIRO ABBEHUSEN COSTA;ODONTOESTETICA;;;M;;;M ;MUNICIPAL;4;36;49010160;RUA MARUIM;496;CENTRO;79 32225121;-10.9145757637;-37.0524658333;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;29458963000115.0;CLINICAODONTOESTETICA@HOTMAIL.COM;2135.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9678573;2800309678573;28;280030;;REDE DE FISIOTERAPIA LTDA;REDE FISIO;;;M;;;M ;MUNICIPAL;4;36;49015320;DUQUE DE CAXIAS;281;SAO JOSE;79 88635448;-10.911;-37.072;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;27251637000107.0;FLAVIAMACHADO.FISIOTERAPIA@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
9678662;2804809678662;28;280480;;WBL CLINICA DIAGNOSTICOS LTDA;VIAS MED DIAGNOSTICOS;;;M;;;M ;MUNICIPAL;4;4;49155892;AVENIDA A 3;52;MARCOS FREIRE I;79 999174534;-10.8516408954;-37.0733374357;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;31122746000100.0;PREMIUMCONTABILIDADE@YAHOO.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
9679006;2800309679006;28;280030;;MUNICIPIO DE ARACAJU;CASA DE PASSAGEM MUNICIPAL ACOLHER;;;M;;;M ;MUNICIPAL;4;22;49097270;FREI LUIZ CANOLO DE NORONHA;42;PONTO NOVO;79 32187870;-10.9275801662;-37.0772699757;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);13128780004512.0;paulo.santana@aracaju.se.gov.br;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9681868;2800309681868;28;280030;;ELIZANGELA DE MELO DIAS;ELIZANGELA DE MELO DIAS;;;M;;;M ;MUNICIPAL;4;22;49015150;AV HERMES FONTES;548;SUISSA;;-10.9234980693;-37.0575490334;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9688684;2804509688684;28;280450;;RAYTEC DIAGNOSTICOS LTDA;RAYTEC;;;M;;;M ;MUNICIPAL;4;36;49680000;RUA ANTONIO FRANCISCO DE SOUZA;119;CENTRO;;-10.21797;-37.42195;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;17631915000106.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9690344;2801509690344;28;280150;13108535000122.0;MUNICIPIO DE CARMOPOLIS;FARMACIA VIVA;;;M;;;M ;MUNICIPAL;4;43;49740000;AVENIDA OTAVIO ACIOLE SOBRAL;S/N;CENTRO;;-10.643891;-36.991502;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9692908;2800309692908;28;280030;;ODONTO CLINICA ODONTOLOGICA LTDA;PRIME ODONTOMED;;;M;;;M ;MUNICIPAL;4;36;49010580;JOAO XXIII;291;CENTRO;79 32130564;-10.9083244772;-37.0521211624;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;29300890000139.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9693505;2800309693505;28;280030;;CLINICA AFETO LTDA;CLINICA AFETO;;;M;;;M ;MUNICIPAL;4;36;49026209;HELIO DE SOUZA LEAO;383;JARDINS;79 88414243;-10.947836;-37.0619122;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;30152503000143.0;AFETO.GINECOLOGIAOBSTETRICIA@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9693688;2800309693688;28;280030;;AVANCARE TERAPIAS INTEGRADAS LTDA ME;AVANCARE TERAPIAS INTEGRADAS LTDA ME;;;M;;;M ;MUNICIPAL;4;36;49015400;RUA CEL STANLEY FERNANDES DA SILVEIRA;319;SAO JOSE;;-10.9236836448;-37.0546278404;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;29904481000141.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9694315;2800309694315;28;280030;;CESAR AUGUSTO COSTA SANTANA;CESAR AUGUSTO COSTA SANTANA;;;M;;;M ;MUNICIPAL;4;36;49025130;R DOUTOR WILSON ROCHA;744;GRAGERU;;-10.9334275484;-37.0558184891;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;29877640000166.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9695125;2800309695125;28;280030;;CARLOS PASSOS PINHEIRO;CARLOS PASSOS PINHEIRO;;;M;;;M ;MUNICIPAL;4;22;49015150;RUA CONSTRUTOR JOAO ALVES;228;SALGADO FILHO;;-10.9258023052;-37.0525610352;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9695303;2802809695303;28;280280;13097894000121.0;MUNICIPIO DE INDIAROBA;UNIDADE BASICA DE SAUDE MIRALDA FAUSTO DOS SANTOS;;;M;;;M ;MUNICIPAL;4;1;49250000;ASSENTAMENTO JOELIA LIMA;10;RURAL;079-99916-2990;-11.4786788282;-37.5458621979;1.0;ATENDIMENTO SOMENTE PELA MANHA;;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9695605;2800309695605;28;280030;;ARTE E MENTE ATENDIMENTOS LTDA;ARTE MENTE ATENDIMENTOS;;;M;;;M ;MUNICIPAL;4;36;49055000;ESTANCIA;1114;CIRURGIA;79 81077588;-10.916071;-37.0654356;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;28028527000143.0;aclaudiacanario@gmail.com;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9697594;2800309697594;28;280030;;NOSSA CLINICA SERVICOS MEDICOS LTDA;NOSSA CLINICA SERVICOS MEDICOS LTDA;;;M;;;M ;MUNICIPAL;4;36;49015150;RUA MARIANO SALMERON;387;SIQUEIRA CAMPOS;;-10.9109453;-37.0712846;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;7137668000124.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9701230;2800309701230;28;280030;;ARACAJU SERVICOS MEDICOS LTDA;ARACAJU SERVICOS MEDICOS LTDA;;;M;;;M ;MUNICIPAL;4;36;49075370;R MARIANO SALMERON;271;SIQUEIRA CAMPOS;;-10.9111662964;-37.0696323468;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;29244859000128.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9702644;2805609702644;28;280560;;PSICOMED LTDA;PSICOMED;;;M;;;M ;MUNICIPAL;4;36;49800000;PRACA GERTULIO VARGAS;1599;CENTRO;79996363738;-9.9199673329;-37.2748491168;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;32323799000143.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9703152;2800309703152;28;280030;;FTV NUTRICAO LTDA;FTV NUTRICAO LTDA;;;M;;;M ;MUNICIPAL;4;36;49015350;AV HERMES FONTES;555;SAO JOSE;;-10.9235148694;-37.0569393315;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;31624304000153.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9704914;2807609704914;28;280760;13099395000173.0;PREFEITURA MUN DE UMBAUBA;CLINICA SAUDE DA FAMILIA JOSE FRANCISCO DOS SANTOS;;;M;;;M ;MUNICIPAL;4;2;49260000;POVOADO PALMEIRINHA;S/N;RURAL;;-11.3643423047;-37.635943094;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9705341;2806709705341;28;280670;;INSTITUTO BATALHAO DA RESTAURACAO;BATALHAO DA RESTAURACAO;;;M;;;M ;MUNICIPAL;4;83;49109899;ROD SE 464;S/N;COLONIA PINTO;;-10.9789972595;-37.217269939;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;32701542000188.0;;3999.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9706259;2800309706259;28;280030;;LUDIMILLA E LARISSA NUNES ODONTOLOGIA LTDA;LUDIMILLA E LARISSA NUNES ODONTOLOGIA LTDA;;;M;;;M ;MUNICIPAL;4;36;49015090;R DOM JOSE THOMAZ;487;SAO JOSE;;-10.922711931;-37.0489438046;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;23546158000167.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9706534;2807509706534;28;280750;13099205000118.0;PREFEITURA MUNICIPAL DE TOMAR DO GERU;UNIDADE DE SAUDE DA FAMILIA GOV JOAO ALVES FILHO;;;M;;;M ;MUNICIPAL;4;2;49280000;RUA DA ESTACAO;S/N;CENTRO;;-11.3790963451;-37.8297510876;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
9706550;2800309706550;28;280030;;LETICIA MARIA MACEDO TATUM;LETICIA MARIA MACEDO TATUM;;;M;;;M ;MUNICIPAL;4;22;49015150;PC TOBIAS BARRETO;510;SAO JOSE;;-10.9225840688;-37.0507558604;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9706607;2800309706607;28;280030;;LUIS EDWARDO GOMES DE MENEZES;LUIS EDWARDO GOMES DE MENEZES;;;M;;;M ;MUNICIPAL;4;22;49015150;AV JOSINO JOSE DE ALMEIDA;498;FAROLANDIA;;-10.9715506037;-37.0683169757;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9710981;2800309710981;28;280030;;AJUCLIN CLINICA MEDICA DE ARACAJU LTDA;AJUCLIN;;;M;;;M ;MUNICIPAL;4;36;49065450;JOAO RODRIGUES;391;INDUSTRIAL;79 32115770;-10.8969934663;-37.0511243405;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;31647823000137.0;VALELOPES@BOL.COM.BR;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9711392;2800309711392;28;280030;;DESENVOLVER CENTRO DE PSICOLOGIA E NEUROPSICOLOGIA EIRELI;DESENVOLVER CENTRO DE PSICOLOGIA E NEUROPSICOLOGIA EIRELI;;;M;;;M ;MUNICIPAL;4;36;49027320;R EVALDO ALCIDES FREIRE;37;JARDINS;;-10.9459649877;-37.0612081989;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;18622493000167.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9711414;2800309711414;28;280030;;ANDREA FIGUEIREDO FERNANDES;ANDREA FIGUEIREDO FERNANDES;;;M;;;M ;MUNICIPAL;4;22;49015150;R EVALDO ALCIDES FREIRE;37;JARDINS;;-10.9457487854;-37.0609942757;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9713050;2800309713050;28;280030;;MARIA DE FATIMA VASCONCELOS D AVILA;MARIA DE FATIMA VASCONCELOS D AVILA;;;M;;;M ;MUNICIPAL;4;22;49015150;RUA CAMPOS;67;SAO JOSE;;-10.9224956687;-37.0459714622;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9714693;2804609714693;28;280460;;LIMA SERVICOS DIAGNOSTICOS LTDA;CLINOSSA;;;M;;;M ;MUNICIPAL;4;39;49600000;PC JAIME FIGUEIREDO LIMA;169;CENTRO;(79) 9900-3437;-10.486766;-37.195575;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;54201511000109.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
9716173;2800309716173;28;280030;;M E SERVICOS MEDICOS LTDA;MASTERCLIN;;;M;;;M ;MUNICIPAL;4;36;49025000;URQUIZA LEAL;990;GRAGERU;79 32173613;-10.9297518521;-37.058494091;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22634434000186.0;MASTERCLINAJU@HOTMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9716211;2804809716211;28;280480;;GILDO VIRGINIO DA COSTA;CLINICA ODONTOLOGICA BELO SORRISO;;;M;;;M ;MUNICIPAL;4;4;49155434;AVENIDA JOSE MATOS LIMA;721;JOAO ALVES;71 93095597;-10.854080197;-37.0826071501;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;31206748000179.0;gildo.virginio@gmail.com;2135.0;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9719881;2800309719881;28;280030;;VERA LUCIA DANTAS GOES;VERA LUCIA DANTAS GOES;;;M;;;M ;MUNICIPAL;4;22;49015150;PRACA TOBIAS BARRETO;510;SAO JOSE;;-10.9225313964;-37.050712945;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9720081;2803509720081;28;280350;;ANESANGEIA DE VASCONCELOS VIEIRA;CONSCIENTEMENTE PSICOLOGIA E SAUDE;;;M;;;M ;MUNICIPAL;4;4;49400000;RUA LIBERIO MONTEIRO;209;LAUDELINO FREIRE;;-10.9160991901;-37.6748657227;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;30957060000168.0;;2135.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9721118;2800309721118;28;280030;;SALUTAR ESPACO INTEGRADO DE FISIOTERAPIA LTDA;SALUTAR ESPACO INTEGRADO DE FISIOTERAPIA;;;M;;;M ;MUNICIPAL;4;36;49040670;VOLNEY LOUREIRO TAVARES;27;INACIO BARBOSA;79 99212128;-10.9557868;-37.0701551;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;26739674000104.0;CONGELCONTABILIDADE@TERRA.COM.BR;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9726322;2800309726322;28;280030;;LABOCLINICA LABORATORIO DE ANALISES CLINICAS LTDA;LABOCLINICA ATALAIA;;;M;;;M ;MUNICIPAL;4;36;49037450;TV MONTEIRO LOBATO;436;ATALAIA;79 30230707;-10.9842088145;-37.0548435603;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;18757786000402.0;UNIDADEATALAIA@LABOCLINICA.MED.BR;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;SIM
9727833;2800309727833;28;280030;;FERNANDO AGUIAR PSICOLOGIA LTDA;FERNANDO AGUIAR PSICOLOGIA LTDA;;;M;;;M ;MUNICIPAL;4;36;49015230;GONCALO PRADO ROLEMBERG;43;SAO JOSE;79 21075310;-10.9230839346;-37.052784264;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;31389058000100.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9730281;2800309730281;28;280030;;ELIDIA SANTANA DE MORAES;ELIDIA SANTANA DE MORAES;;;M;;;M ;MUNICIPAL;4;22;49015150;PC ALMIRANTE TAMANDARE;20;SAO JOSE;;-10.92023836;-37.0468043026;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9732640;2800309732640;28;280030;;DIEGO MENEZES CRUZ;ACREDITAR PSICOLOGIA;;;M;;;M ;MUNICIPAL;4;36;49025740;DOUTOR JOSE MACHADO DE SOUZA;220;JARDINS;79 88662153;-10.9469534096;-37.062742817;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;28647801000162.0;DIEGOPSICOAJU@GMAIL.COM;2135.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9732926;2800309732926;28;280030;;GILDIANE DE MELO RANGEL;GILDIANE DE MELO RANGEL;;;M;;;M ;MUNICIPAL;4;22;49015150;RUA CONST JOAO ALVES;228;SALGADO FILHO;;-10.9257759693;-37.0524966621;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9735690;2800309735690;28;280030;;BUCOMAX SERVICOS ODONTOLOGICOS LTDA;BUCOMAX SERVICOS ODONTOLOGICOS;;;M;;;M ;MUNICIPAL;4;36;49025740;DOUTOR JOSE MACHADO DE SOUZA;120;JARDINS;79 91765535;-10.9447195461;-37.061051891;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;29355494000109.0;gustavosouzabmf@gmail.com;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9735712;2800309735712;28;280030;;THAISA ARAGAO SANTANA;THAISA ARAGAO SANTANA;;;M;;;M ;MUNICIPAL;4;22;49015150;AV DR JOSE MACHADO DE SOUZA;220;JARDINS;;-10.9467202825;-37.0626692026;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9739572;2800309739572;28;280030;;LICIA SANTOS GUIMARAES;LICIA SANTOS GUIMARAES;;;M;;;M ;MUNICIPAL;4;22;49015150;AV DR JOSE MACHADO DE SOUZA;220;JARDINS;;-10.9466992153;-37.0628194063;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9740422;2800309740422;28;280030;;TANIA MARIA DE ANDRADE RODRIGUES;TANIA MARIA DE ANDRADE RODRIGUES;;;M;;;M ;MUNICIPAL;4;22;49015150;AV MIN GERALDO BARRETO SOBRAL;2131;JARDINS;;-10.9492051539;-37.0643705045;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9741682;2800309741682;28;280030;;NOEME SALGADO GOMES DE ARAUJO;NOEME SALGADO GOMES DE ARAUJO;;;M;;;M ;MUNICIPAL;4;22;49015150;RUA LAGARTO;888;CENTRO;;-10.9139986199;-37.0540485757;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9744371;2802909744371;28;280290;;AIRTON BARBOSA PEIXOTO;AIRTON BARBOSA PEIXOTO;;;M;;;M ;MUNICIPAL;4;22;49500970;RUA A;131;CENTRO;;-10.6856197;-37.4270517;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9744681;2800309744681;28;280030;;CENTRO MEDICO MARIA ISABEL LTDA;CENTRO MEDICO MARIA ISABEL;;;M;;;M ;MUNICIPAL;4;36;49075170;DOUTOR JOSE DA SILVA RIBEIRO FILHO;325;SIQUEIRA CAMPOS;79 30228101;-10.9187481701;-37.0813673622;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;29735745000180.0;CENTROMEDICOMARIAISABEL@GMAIL.COM;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9745297;2800309745297;28;280030;;MENILSON MENEZES;MENILSON MENEZES;;;M;;;M ;MUNICIPAL;4;22;49015150;RUA LAGARTO;888;CENTRO;;-10.914039759;-37.0541433487;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9745505;2800309745505;28;280030;;MARIA DE FATIMA MARQUES ROSA;MARIA DE FATIMA MARQUES ROSA;;;M;;;M ;MUNICIPAL;4;22;49015150;RUA LAGARTO;888;CENTRO;;-10.9141135024;-37.0541433487;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9745734;2803509745734;28;280350;;KARINE DE ALMEIDA REIS;KARINE DE ALMEIDA REIS;;;M;;;M ;MUNICIPAL;4;22;49400000;RUA HIPOLITO SANTO;S/N;CENTRO;(79) 999346468;-10.912831;-37.6724746;1.0;ATENDIMENTO SOMENTE PELA MANHA;;karineareis@gmail.com;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9745750;2800309745750;28;280030;;ISMAEL MARTINS DA SILVA;ISMAEL MARTINS DA SILVA;;;M;;;M ;MUNICIPAL;4;22;49015150;RUA CAMPO DO BRITO;823;SAO JOSE;;-10.9254386424;-37.051930318;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9748156;2800309748156;28;280030;;FABIO MARCONE PEREIRA DE SOUZA;FABIO MARCONE PEREIRA DE SOUZA;;;M;;;M ;MUNICIPAL;4;22;49015150;RUA LAGARTO;1417;SAO JOSE;;-10.906096;-37.053472;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
9749144;2800309749144;28;280030;;VALDELICE TORRES ARAGAO;VALDELICE TORRES ARAGAO;;;M;;;M ;MUNICIPAL;4;22;49015150;RUA LAGARTO;888;CENTRO;;-10.9142188502;-37.0541326198;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9750738;2800309750738;28;280030;;MAIS VISAO LTDA;MAIS VISAO LTDA;;;M;;;M ;MUNICIPAL;4;36;49015270;RUA LAGARTO;1431;SAO JOSE;79 21059202;-10.9190675628;-37.0539779199;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;27169980000107.0;gilvania@contabilizar.cnt.br;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9752188;2800309752188;28;280030;;ACZUZARTE SERVICOS ODONTOLOGICOS EIRELI;SANTA ANA SERVICOS ODONTOLOGICOS;;;M;;;M ;MUNICIPAL;4;36;49025740;DOUTOR JOSE MACHADO DE SOUZA;120;JARDINS;79 99320957;-10.911;-37.072;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;31380452000170.0;;2305.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
9752293;2800309752293;28;280030;;NAIRETE SILVA DE ASSIS CORREIA;NAIRETE SILVA DE ASSIS CORREIA;;;M;;;M ;MUNICIPAL;4;22;49015150;AV MIN GERALDO SOBRAL;2100;JARDINS;;-10.9477577177;-37.0650078928;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9753338;2800309753338;28;280030;;MARCIO BARRETO DO NASCIMENTO;MARCIO BARRETO DO NASCIMENTO;;;M;;;M ;MUNICIPAL;4;22;49015150;RUA MANOEL DONIZETTI VIEIRA;38;LUZIA;;-10.9328527025;-37.0673033739;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9753346;2800309753346;28;280030;;ANA CAROLINE DE SOUZA FREIRE;ANA CAROLINE DE SOUZA FREIRE;;;M;;;M ;MUNICIPAL;4;22;49015150;RUA MANOEL DONIZETTI VIEIRA;38;LUZIA;;-10.9332172;-37.06818;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9754245;2800309754245;28;280030;;MEDNUTRI LTDA;MEDNUTRI;;;M;;;M ;MUNICIPAL;4;36;49015400;CORONEL STANLEY FERNANDES DA SILVEIRA;33;SAO JOSE;79 88218898;-10.9242068071;-37.0522975443;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22244852000167.0;cynthiafleite@gmail.com;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9754628;2800309754628;28;280030;;CRISLAB CLINICA DE MEDICINA E SEGURANCA DO TRABALHO EIRELI;CRISLAB CLINICA DE MEDICINA E SEGURANCA DO TRABALHO;;;M;;;M ;MUNICIPAL;4;36;49015040;BARAO DE MARUIM;983;SAO JOSE;79 99763637;-10.9185999316;-37.0559140334;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;30173524000145.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9757236;2802909757236;28;280290;;CMI CENTRO MEDICO INTEGRADO LTDA;CMI CENTRO MEDICO INTEGRADO;;;M;;;M ;MUNICIPAL;4;4;49503003;DOUTOR LUIZ MAGALHAES;740;SERRANO;79 99905152;-10.6922746;-37.4270408;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;22917453000110.0;;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
9757481;2800309757481;28;280030;;CAROLINE HAGENBECK FALCAO RESENDE;CAROLINE HAGENBECK FALCAO RESENDE;;;M;;;M ;MUNICIPAL;4;22;49015150;AV GONCALO P ROLLEMBERG;211;SAO JOSE;;-10.9248235358;-37.0527636333;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9758801;2800309758801;28;280030;;ALISSON VICTOR DE CASTRO;ALISSON VICTOR DE CASTRO;;;M;;;M ;MUNICIPAL;4;22;49015150;AV JOSE MACHADO DE SOUZA;120;SAO JOSE;;-10.944824883;-37.0610089757;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
