CO_CNES;CO_UNIDADE;CO_UF;CO_IBGE;NU_CNPJ_MANTENEDORA;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_NATUREZA_ORGANIZACAO;DS_NATUREZA_ORGANIZACAO;TP_GESTAO;CO_NIVEL_HIERARQUIA;DS_NIVEL_HIERARQUIA;CO_ESFERA_ADMINISTRATIVA;DS_ESFERA_ADMINISTRATIVA;CO_ATIVIDADE;TP_UNIDADE;CO_CEP;NO_LOGRADOURO;NU_ENDERECO;NO_BAIRRO;NU_TELEFONE;NU_LATITUDE;NU_LONGITUDE;CO_TURNO_ATENDIMENTO;DS_TURNO_ATENDIMENTO;NU_CNPJ;NO_EMAIL;CO_NATUREZA_JUR;ST_CENTRO_CIRURGICO;ST_CENTRO_OBSTETRICO;ST_CENTRO_NEONATAL;ST_ATEND_HOSPITALAR;ST_SERVICO_APOIO;ST_ATEND_AMBULATORIAL;CO_MOTIVO_DESAB;CO_AMBULATORIAL_SUS
5916615;2801505916615;28;280150;33000167000101.0;PETROLEO BRASILEIRO S A PETROBRAS;PETROBRAS;;;E;;;E ;ESTADUAL;4;22;49740000;ENGENHEIRO SOLEDADE BR 101;S/N;ZONA RURAL;;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;33000167081438.0;;2038.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;NAO
5917085;2800305917085;28;280030;;PHILIP EDWARD BOGGISS;PHILIP EDWARD BOGGISS;;;M;;;M ;MUNICIPAL;4;22;49020340;RUA CONSTRUTOR JOAO ALVES;228;SAO JOSE;21059900;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;NAO
5950015;2806705950015;28;280670;;MARIA DE FATIMA LEITE NUNES BAPTISTA;MARIA DE FATIMA LEITE NUNES BAPTISTA;;;E;;;E ;ESTADUAL;4;22;49100000;RUA 60;79;ROSA ELZE;9999--0598;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;NAO
5966965;2802905966965;28;280290;;THAYANNE MONTEIRO RAMOS;THAYANNE MONTEIRO RAMOS;;;M;;;M ;MUNICIPAL;4;22;49500000;TRAVESSA PAULINO MENEZES;09;CENTRO;7934312408;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;thayannemramos@hotmail.com;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
5971128;2805705971128;28;280570;;INSTITUTO REABILITAR SE LTDA;INSTITUTO REABILITAR SE;;;E;;;E ;ESTADUAL;4;4;49900000;RUA GETULIO VARGAS;266;CENTRO;82-9900-2122;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;9608102000169.0;;2062.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;NAO
5978661;2805305978661;28;280530;;CENTRO DE ANALISE LABORATORIAL DE SERGIPE;LAB VIDA;;;E;;;E ;ESTADUAL;4;39;49190970;RUA MARIO TRINDADE;133;CENTRO;(79)3379-1254;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;9618386000174.0;;2062.0;;;;;0.0;0.0;8.0;NAO
6002803;2801406002803;28;280140;;LABORATORIO DE ANALISES CLINICAS DE CARIRA LTDA;BIOLACLIN;;;M;;;M ;MUNICIPAL;4;39;49550000;PCA JOSE DURVAL MATOS;146;CENTRO;;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;5765994000150.0;;2062.0;;;;;0.0;0.0;8.0;NAO
6004490;2804506004490;28;280450;7489901000138.0;NATCLIN SERVICOS LABORATORIAIS LTDA ME;NATCLIN GLORIA;;;E;;;E ;ESTADUAL;4;39;49680000;RUA PRINCESA ISABEL;216;CENTRO;79-3411-2068;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;7489901000219.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;SIM
6005322;2806106005322;28;280610;;OLIVEIRA CENTRO DIAGNOSTICO LTDA;OLIVEIRA CENTRO DIAGNOSTICO;;;M;;;M ;MUNICIPAL;4;39;49760000;PRACA CLODOALDO PASSOS;205;CENTRO;79-3274-1482;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;8573643000136.0;;2062.0;;;;;0.0;0.0;8.0;NAO
6033113;2802106033113;28;280210;;GH SAUDE LTDA;GH SAUDE;;;M;;;M ;MUNICIPAL;4;39;49200000;CAMERINO;230;CENTRO;79 35227777;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;17473447000180.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
6036449;2804806036449;28;280480;;RACHEL MOTTA MELO;DENTECLIN;;;M;;;M ;MUNICIPAL;4;22;49160000;AV 1;326;JOAO ALVES FILHO;;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
6159745;2806706159745;28;280670;;RAMOS LIMA CONSULTORIO ODONTOLOGICO LTDA;CONSULTORIO ODONTOLOGICO DR TAMARA RAMOS LIMA;;;E;;;E ;ESTADUAL;4;22;49100971;RUA 64;11;ROSA ELZE CONJ ED;;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;9258457000175.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;NAO
6224008;2803506224008;28;280350;5000601000118.0;PREFEITURA MUNICIPAL DE LAGARTO;POSTO DE SAUDE POVOADO ITAPERINHA;;;M;;;M ;MUNICIPAL;4;1;49400000;POVOADO ITAPERINHA;10;ZONA RURAL;;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1031.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
6231934;2804806231934;28;280480;13128814000158.0;PREFEITURA MUNICIPAL DE NOSSA SENHORA DO SOCORRO;CASA ACONCHEGO;;;M;;;M ;MUNICIPAL;4;2;49160000;RUA FRANCISCO SOUZA AGUIAR;931;TAICOCA;7999926297;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;edjane.leite@hotmail.com;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;NAO
6231942;2804806231942;28;280480;13128814000158.0;PREFEITURA MUNICIPAL DE NOSSA SENHORA DO SOCORRO;CASA HARMONIA;;;M;;;M ;MUNICIPAL;4;2;49160000;RUA FRANCISCO SOUZA AGUIAR;931;TAICOCA;(79)99926297;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;edjane.leite@hotmail.com;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;NAO
6231950;2804806231950;28;280480;13128814000158.0;PREFEITURA MUNICIPAL DE NOSSA SENHORA DO SOCORRO;CASA FELICIDADE;;;M;;;M ;MUNICIPAL;4;2;49160000;RUA FRANCISCO SOUZA AGUIAR;931;TAICOCA;7999926297;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;edjane.leite@hotmail.com;1244.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;NAO
6247091;2806706247091;28;280670;;MARIA JOSILENE DE MENESES SANTOS;CONSULTORIO ODONTOLOGICO;;;E;;;E ;ESTADUAL;4;22;49100000;RUA PEDRO PEREIRA PRADO;77;CENTRO;;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;mjdms@uol.com.br;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;NAO
6257070;2805706257070;28;280570;;CENTRO MEDICO DE PROPRIA LTDA;CLINICA DE OLHOS;;;E;;;E ;ESTADUAL;4;36;49900000;RUA LOPES TROVAO;210;CENTRO;79-3322-1775;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;2063988000163.0;;2000.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
6281664;2804806281664;28;280480;;TAVEX BRASIL S A;TAVEX BRASIL S A;;;M;;;M ;MUNICIPAL;4;22;49160000;BR 101 KM 86;S/N;RURAL;;;;4.0;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;61520607001320.0;;2054.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;NAO
6295266;2800306295266;28;280030;;GEYDSON SILVEIRA DA CRUZ;GEYDSON SILVEIRA DA CRUZ;;;M;;;M ;MUNICIPAL;4;22;49010000;RUA GUILHERMINO RESENDE;61;SAO JOSE;32222525;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;NAO
6300596;2800306300596;28;280030;;DANIELA DA MOTA COELHO;DANIELA DA MOTA COELHO;;;M;;;M ;MUNICIPAL;4;22;49010000;PCA DA BANDEIRA;465;CENTRO;3211-6636;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;NAO
6300898;2800306300898;28;280030;;DAYSE SILVEIRA DOS ANJOS;DAYSE SILVEIRA DOS ANJOS;;;M;;;M ;MUNICIPAL;4;22;49015130;PCA TOBIAS BARRETO;510;SAO JOSE;3211-9533;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;NAO
6308643;2800306308643;28;280030;;FABIO MARCONDE PEREIRA DE SOUZA;FABIO MARCONDE PEREIRA DE SOUZA;;;M;;;M ;MUNICIPAL;4;22;49010000;RUA CAMPOS;64;SAO JOSE;2107-4600;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
6384773;2804406384773;28;280440;;ASSOCIACAO DOS AMIGOS DO BAIXO SAO FRANCISCO;AADEBASF;;;E;;;E ;ESTADUAL;4;36;49980000;RUA ALBERTO VAZ;94;CENTRO;82-9919-5555;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;10657128000186.0;;3999.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;NAO
6429270;2803306429270;28;280330;;CONSULTORIO ODONTOLOGICO DRA KATIA JUSSARA;CONSULTORIO ODONTOLOGICO DRA KATIA JUSSARA;;;E;;;E ;ESTADUAL;4;22;49960000;PRACA PADRE CAIO TAVARES;124;CENTRO;(079) 3272-2067;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;katia-ju@hotmail.com;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;NAO
6465366;2804806465366;28;280480;;VALERIA NOIA RIBEIRO ME;ODONTO 7;;;M;;;M ;MUNICIPAL;4;4;49160000;AV A;133;MARCOS FREIRE II;7932543520;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;10832461000184.0;;2135.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
6466842;2803506466842;28;280350;;SECRETARIA MUNICIPAL DE SAUDE;FARMACIA POPULAR DO BRASIL DE LAGARTO;;;M;;;M ;MUNICIPAL;4;43;49400000;RUA MANOEL DE PAULA LIMA;95;CENTRO;(79) 36311224;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;5000601000207.0;FPB-LAGARTONOVA@FIOCRUZ.BR;1031.0;;;;;1.0;0.0;10.0;NAO
6521266;2805506521266;28;280550;;LAZARA MIMARIA SANTANA;CLINICA SAO LAZARO;;;M;;;M ;MUNICIPAL;4;80;49490000;AV EPIFANIO DORIA;188;CENTRO;(79)3549-1278;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;8896016000217.0;LAZARASANTANA@OI.COM.BR;2135.0;;;;;0.0;0.0;4.0;SIM
6639380;2807406639380;28;280740;;KDOCTOR PRESTACAO DE SERVICOS MED E ODONTO LTDA;CEDIME;;;E;;;E ;ESTADUAL;4;36;49300000;AV SETE DE JUNHO;648;CENTRO;;;;5.0;ATENDIMENTO COM TURNOS INTERMITENTES;3101038000220.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;NAO
6642446;2800306642446;28;280030;;COMUNIDADE CATOLICA SERVOS E SERVAS DA SANTISSIMA TRINDADE;COMUNIDADE CATOLICA SERVOS E SERVAS DA SANTISSIMA TRINDADE;;;M;;;M ;MUNICIPAL;4;22;49044030;RUA B 4;267;SANTA MARIA;(79)3248-0806;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;949178000183.0;;3999.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
6656722;2800306656722;28;280030;;RODRIGO ORLANDO NABUCO TEIXEIRA;RODRIGO ORLANDO NABUCO TEIXEIRA;;;M;;;M ;MUNICIPAL;4;22;49035190;RUA FREI PAULO;331;SUISSA;32461400;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
6675794;2802106675794;28;280210;;CENTRO DIAGNOSTICOS CONSULTAS E LABORATORIOLTDA EPP;CENTRO DIAGNOSTICOS ALTO SERTAO;;;M;;;M ;MUNICIPAL;4;39;49200000;PRACA JACKSON DE FIGUEIREDO;45;CENTRO;(79) 9838-4044;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;6232345000238.0;ceicaalencar@hotmail.com;2305.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
6755399;2800306755399;28;280030;;FUNDACAO SAO LUCAS;FUNDACAO SAO LUCAS;;;M;;;M ;MUNICIPAL;4;36;49015400;AV STANLEY SILVEIRA;73;SAO JOSE;3214-4400;;;7.0;ATENDIMENTO SOMENTE A NOITE;15083884000162.0;;3069.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;NAO
6825397;2804506825397;28;280450;;AMOS E SIDNEY SERVICOS MEDICOS LTDA ME;CLINICA SAGRADA FAMILIA;;;E;;;E ;ESTADUAL;4;4;49680000;AV LOURIVAL BATISTA;157;CENTRO;79 34111200;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;8586243000165.0;;2062.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;NAO
6884733;2806506884733;28;280650;13109954000189.0;PREFEITURA MUNICIPAL DE SANTA ROSA DE LIMA;ACADEMIA DE SAUDE;;;M;;;M ;MUNICIPAL;4;74;49640000;RUA MANOEL ALVES TORRES;S/N;CENTRO;;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;SAUDE.SANTAROSA@YAHOO.COM.BR;1244.0;;;;;1.0;0.0;7.0;NAO
6886221;2807406886221;28;280740;13119300000136.0;PREFEITURA MUNICIPAL DE TOBIAS BARRETO;PRATIQUE SAUDE PRACA DA BANDEIRA;;;M;;;M ;MUNICIPAL;4;74;49300000;PRACA DA BANDEIRA;S/N;CENTRO;(79)35411301;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;saude@tobiasbarreto.gov.br;1244.0;;;;;1.0;0.0;8.0;NAO
6886248;2807406886248;28;280740;13119300000136.0;PREFEITURA MUNICIPAL DE TOBIAS BARRETO;PRATIQUE SAUDE SAMAMBAIA I;;;M;;;M ;MUNICIPAL;4;74;49300000;PRACA DR JOSE AIRTON DE ANDRADE;S/N;ZONA RURAL;(79)35411301;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;saude@tobiasbarreto.org.br;1244.0;;;;;1.0;0.0;8.0;NAO
6941885;2800306941885;28;280030;11718406000120.0;SECRETARIA MUNICIPAL DE SAUDE DE ARACAJU;CENTRAL DE REGULACAO MEDICA DAS URGENCIAS DE ARACAJU;;;M;;;M ;MUNICIPAL;4;76;49035660;RUA SERGIPE;01;SIQUEIRA CAMPOS;31791085;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1201.0;;;;;0.0;0.0;8.0;NAO
6947697;2800306947697;28;280030;11718406000120.0;SECRETARIA MUNICIPAL DE SAUDE DE ARACAJU;SAMU 192 ARACAJU NVJ7567;;;M;;;M ;MUNICIPAL;4;42;49075540;RUA SERGIPE;1310;SIQUEIRA CAMPOS;;;;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1201.0;;;;;0.0;0.0;8.0;NAO
6947719;2800306947719;28;280030;11718406000120.0;SECRETARIA MUNICIPAL DE SAUDE DE ARACAJU;SAMU 192 ARACAJU NVJ7557;;;M;;;M ;MUNICIPAL;4;42;49075540;RUA SERGIPE;1310;SIQUEIRA DE CAMPOS;;;;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1201.0;;;;;0.0;0.0;8.0;NAO
6947727;2800306947727;28;280030;11718406000120.0;SECRETARIA MUNICIPAL DE SAUDE ARACAJU;SAMU 192 ARACAJU NVJ7397;;;M;;;M ;MUNICIPAL;4;42;49075540;RUA SERGIPE;1310;SIQUEIRA CAMPOS;;;;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1201.0;;;;;0.0;0.0;8.0;NAO
6947735;2800306947735;28;280030;11718406000120.0;SECRETARIA MUNICIPAL DE SAUDE DE ARACAJU;SAMU 192 ARACAJU NVJ7367;;;M;;;M ;MUNICIPAL;4;42;49075540;RUA SERGIPE;1310;SIQUEIRA CAMPOS;;;;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1201.0;;;;;0.0;0.0;8.0;NAO
6947778;2800306947778;28;280030;11718406000120.0;SECRETARIA MUNICIPAL DE SAUDE DE ARACAJU;SAMU 192 ARACAJU NVJ7517;;;M;;;M ;MUNICIPAL;4;42;49075540;RUA SERGIPE;1310;SIQUEIRA CAMPOS;192;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1201.0;;;;;0.0;0.0;8.0;NAO
6947786;2800306947786;28;280030;11718406000120.0;SECRETARIA MUNICIPAL DE SAUDE DE ARACAJU;SAMU 192 ARACAJU NVJ7087;;;M;;;M ;MUNICIPAL;4;42;49075540;RUA SERGIPE;1310;SIQUEIRA CAMPOS;;;;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1201.0;;;;;0.0;0.0;8.0;NAO
6955223;2800306955223;28;280030;11718406000120.0;SECRETARIA MUNICPAL DE SAUDE DE ARACAJU;SAMU 192 ARACAJU NVL0347 MOTO;;;M;;;M ;MUNICIPAL;4;42;49075540;RUA SERGIPE;1310;SIQUEIRA CAMPOS;;;;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1201.0;;;;;0.0;0.0;8.0;NAO
6955231;2800306955231;28;280030;11718406000120.0;SECRETARIA MUNICIPAL DE SAUDE DE ARACAJU;SAMU 192 ARACAJU NVL0307 MOTO;;;M;;;M ;MUNICIPAL;4;42;49075540;RUA SERGIPE;1310;SIQUEIRA CAMPOS;;;;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1201.0;;;;;0.0;0.0;8.0;NAO
6955258;2800306955258;28;280030;11718406000120.0;SECRETARIA MUNICIPAL DE SAUDE DE ARACAJU;SAMU 192 ARACAJU OEJ1659 MOTO;;;M;;;M ;MUNICIPAL;4;42;49075540;RUA SERGIPE;1310;SIQUEIRA CAMPOS;;;;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1201.0;;;;;0.0;0.0;8.0;NAO
6955274;2800306955274;28;280030;11718406000120.0;SECRETARIA MUNICIPAL DE SAUDE DE ARACAJU;SAMU 192 ARACAJU OEM1808 MOTO;;;M;;;M ;MUNICIPAL;4;42;49075540;RUA SERGIPE;1310;SIQUEIRA CAMPOS;;;;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1201.0;;;;;0.0;0.0;8.0;NAO
6955290;2800306955290;28;280030;11718406000120.0;SECRETARIA MUNICIPAL DE SAUDE DE ARACAJU;SAMU 192 ARACAJU OEM1918 MOTO;;;M;;;M ;MUNICIPAL;4;42;49075540;RUA SERGIPE;1310;SIQUEIRA CAMPOA;;;;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1201.0;;;;;0.0;0.0;8.0;NAO
6955398;2800306955398;28;280030;11718406000120.0;SECRETARIA MUNICIPAL DE SAUDE DE ARACAJU;SAMU 192 ARACAJU NVJ7497;;;M;;;M ;MUNICIPAL;4;42;49075540;RUA SERGIPE;1310;SIQUEIRA CAMPOS;;;;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1201.0;;;;;0.0;0.0;8.0;NAO
6955428;2800306955428;28;280030;11718406000120.0;SECRETARIA MUNICIPAL DE SAUDE DE ARACAJU;SAMU 192 ARACAJU NVJ7457;;;M;;;M ;MUNICIPAL;4;42;49075540;RUA SERGIPE;1310;SIQUEIRA CAMPOS;;;;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1201.0;;;;;0.0;0.0;8.0;NAO
7012691;2806207012691;28;280620;13107453000163.0;PREFEITURA MUN DE SALGADO;UNIDADE BASICA DE SAUDE LOURISVAL DOS SANTOS;;;M;;;M ;MUNICIPAL;4;1;49390000;POVOADO QUEBRADAS 1;S/N;RURAL;;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;SALGADOSAUDE@YAHOO.COM.BR;1000.0;0.0;0.0;0.0;0.0;1.0;0.0;8.0;NAO
7016344;2805307016344;28;280530;13128798001680.0;SECRETARIA DE ESTADO DA SAUDE DE SERGIPE;SAMU 192 USB PIRAMBU;;;E;;;E ;ESTADUAL;4;42;49190000;RUA DEPUTADO GERONIMO;265;CENTRO;79 32128400;;;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;samu192@fhs.saude.se.gov.br;1236.0;;;;;1.0;0.0;11.0;NAO
7122195;2805707122195;28;280570;;CENTRO DIAGNOSTICO CONSULTAS E LABORATORIO LTDA EPP;CENTRO DIAGNOSTICO ALTO SERTAO;;;M;;;M ;MUNICIPAL;4;36;49900000;RUA DR COSTA FILHO;101;CENTRO;;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;6232345000319.0;ceicaalencar@hotmail.com;2305.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;SIM
7151675;2800407151675;28;280040;32836934000154.0;KLECIUS MONTEIRO DA CRUZ LIMA CIA LTDA;CLINICA KLECIUS MONTEIRO;;;M;;;M ;MUNICIPAL;4;39;49220000;PRACA PROFESSORA DIVA;S/N;CENTRO;;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;2062.0;;;;;0.0;0.0;4.0;SIM
7209274;2800307209274;28;280030;;AMANDA CAROLINE SILVA SANTOS BESSA;AMANDA CAROLINE SILVA SANTOS BESSA;;;M;;;M ;MUNICIPAL;4;22;49085260;AV MINISTRO GERALDO BARRETO SOBRAL;2131;JARDINS;;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;NAO
7232934;2805307232934;28;280530;13095039000181.0;PREFEITURA MUNICIPAL DE PIRAMBU;POSTO DE SAUDE POVOADO SANTA ISABEL;;;M;;;M ;MUNICIPAL;4;1;49190000;POVOADO SANTA ISABEL;S/N;POVOADO;;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1031.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;NAO
7248601;2800307248601;28;280030;;ANNA KARINA SILVA SANTOS;ANNA KARINA SILVA SANTOS;;;M;;;M ;MUNICIPAL;4;22;49026010;AV MINISTRO GERALDO BARRETO SOBRAL;2131;JARDINS;;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;NAO
7285388;2804407285388;28;280440;;AISSA MEDEIROS FREIRE ME;FISIOCLIN;;;M;;;M ;MUNICIPAL;4;36;49980000;RUA BATISTA GOMES;93;CENTRO;;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;18413137000133.0;AISSAMF@HOTMAIL.COM;2135.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;NAO
7302975;2802107302975;28;280210;13128798001680.0;SECRETARIA DE ESTADO DA SAUDE DE SERGIPE;SAMU 192 USB ESTANCIA II;;;E;;;E ;ESTADUAL;4;42;49200000;R ANTONIO REIS;402;ALAGOAS;;;;6.0;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;samu192@fhs.saude.se.gov.br;1236.0;;;;;0.0;0.0;4.0;NAO
7393482;2807407393482;28;280740;13119300000136.0;PREFEITURA MUNICIPAL DE TOBIAS BARRETO;PRATIQUE SAUDE MONTE COELHO;;;M;;;M ;MUNICIPAL;4;74;49300000;PRACA JOAO VALERIANO DOS SANTOS;S/N;ZONA RURAL;7935411301;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;smstbse@gmail.com;1244.0;;;;;1.0;0.0;8.0;NAO
7393504;2807407393504;28;280740;13119300000136.0;PREFEITURA MUNICIPAL DE TOBIAS BARRETO;PRATIQUE SAUDE JABEBERI;;;M;;;M ;MUNICIPAL;4;74;49300000;PRACA SAO VICENTE;S/N;ZONA RURAL;7935411301;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;smstb@gmail.com;1244.0;;;;;1.0;0.0;8.0;NAO
7425821;2802107425821;28;280210;;JACIARA SOUZA DO NASCIMENTO ME;JACIARA SOUZA DO NASCIMENTO;;;M;;;M ;MUNICIPAL;4;22;49200000;GETULIO VARGAS;468;CENTRO;79 96061451;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;18824561000170.0;prosperecontabilidade@hotmail.com;2135.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;NAO
7436548;2804607436548;28;280460;;DEBORA NASCIMENTO DE SENA E SILVA BISPO;CONSULTORIO DR DEBORA SENA;;;M;;;M ;MUNICIPAL;4;22;49600000;RUA BENJAMIN CONSTANT;120;CENTRO;7999899135;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;deborasenabispo@outlook.com;4000.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;NAO
7439024;2802207439024;28;280220;13112511000147.0;PREFEITURA MUNICIPAL DE FEIRA NOVA;POSTO DO POVOADO CABOJE;;;M;;;M ;MUNICIPAL;4;1;49670000;POVOADO CABOJE;S/N;ZONA RURAL;;;;3.0;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1031.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;NAO
